Reviewed?,Sign-off,String Key,Reference (English),Used Reference (English),String Value,Comments
FALSE,,listingPage.listGroups.byCategory.title,Groups - by Category,Groups - by Category,,
FALSE,,listingPage.listGroups.byCategory.title.short,...by Category,...by Category,,
FALSE,,listingPage.listGroups.byCategory.chunk.title,{CATEGORY},{CATEGORY},,
FALSE,,listingPage.listGroups.byCategory.chunk.item,{GROUP} ({GALLERY}),{GROUP} ({GALLERY}),,
FALSE,,listingPage.listGroups.byCategory.chunk.item.gallery,Gallery,Gallery,,
FALSE,,listingPage.listGroups.byAlbums.title,Groups - by Albums,Groups - by Albums,,
FALSE,,listingPage.listGroups.byAlbums.title.short,...by Albums,...by Albums,,
FALSE,,listingPage.listGroups.byAlbums.item,{GROUP} ({ALBUMS}),{GROUP} ({ALBUMS}),,
FALSE,,listingPage.listGroups.byTracks.title,Groups - by Tracks,Groups - by Tracks,,
FALSE,,listingPage.listGroups.byTracks.title.short,...by Tracks,...by Tracks,,
FALSE,,listingPage.listGroups.byTracks.item,{GROUP} ({TRACKS}),{GROUP} ({TRACKS}),,
FALSE,,listingPage.listGroups.byDuration.title,Groups - by Duration,Groups - by Duration,,
FALSE,,listingPage.listGroups.byDuration.title.short,...by Duration,...by Duration,,
FALSE,,listingPage.listGroups.byDuration.item,{GROUP} ({DURATION}),{GROUP} ({DURATION}),,
FALSE,,listingPage.listGroups.byLatest.title,Groups - by Latest Album,Groups - by Latest Album,,
FALSE,,listingPage.listGroups.byLatest.title.short,...by Latest Album,...by Latest Album,,
FALSE,,listingPage.listGroups.byLatest.item,{GROUP} ({DATE}),{GROUP} ({DATE}),,
FALSE,,listingPage.listTracks.byName.title,Tracks - by Name,Tracks - by Name,,
FALSE,,listingPage.listTracks.byName.title.short,...by Name,...by Name,,
FALSE,,listingPage.listTracks.byName.item,{TRACK},{TRACK},,
FALSE,,listingPage.listTracks.byAlbum.title,Tracks - by Album,Tracks - by Album,,
FALSE,,listingPage.listTracks.byAlbum.title.short,...by Album,...by Album,,
FALSE,,listingPage.listTracks.byAlbum.chunk.title,{ALBUM},{ALBUM},,
FALSE,,listingPage.listTracks.byAlbum.chunk.item,{TRACK},{TRACK},,
FALSE,,listingPage.listTracks.byDate.title,Tracks - by Date,Tracks - by Date,,
FALSE,,listingPage.listTracks.byDate.title.short,...by Date,...by Date,,
FALSE,,listingPage.listTracks.byDate.chunk.title,{ALBUM} ({DATE}),{ALBUM} ({DATE}),,
FALSE,,listingPage.listTracks.byDate.chunk.item,{TRACK},{TRACK},,
FALSE,,listingPage.listTracks.byDate.chunk.item.rerelease,{TRACK} (rerelease),{TRACK} (rerelease),,
FALSE,,listingPage.listTracks.byDuration.title,Tracks - by Duration,Tracks - by Duration,,
FALSE,,listingPage.listTracks.byDuration.title.short,...by Duration,...by Duration,,
FALSE,,listingPage.listTracks.byDuration.item,{TRACK} ({DURATION}),{TRACK} ({DURATION}),,
FALSE,,listingPage.listTracks.byDurationInAlbum.title,Tracks - by Duration (in Album),Tracks - by Duration (in Album),,
FALSE,,listingPage.listTracks.byDurationInAlbum.title.short,...by Duration (in Album),...by Duration (in Album),,
FALSE,,listingPage.listTracks.byDurationInAlbum.chunk.title,{ALBUM},{ALBUM},,
FALSE,,listingPage.listTracks.byDurationInAlbum.chunk.item,{TRACK} ({DURATION}),{TRACK} ({DURATION}),,
FALSE,,listingPage.listTracks.byTimesReferenced.title,Tracks - by Times Referenced,Tracks - by Times Referenced,,
FALSE,,listingPage.listTracks.byTimesReferenced.title.short,...by Times Referenced,...by Times Referenced,,
FALSE,,listingPage.listTracks.byTimesReferenced.item,{TRACK} ({TIMES_REFERENCED}),{TRACK} ({TIMES_REFERENCED}),,
FALSE,,listingPage.listTracks.inFlashes.byAlbum.title,Tracks - in Flashes & Games (by Album),Tracks - in Flashes & Games (by Album),,
FALSE,,listingPage.listTracks.inFlashes.byAlbum.title.short,...in Flashes & Games (by Album),...in Flashes & Games (by Album),,
FALSE,,listingPage.listTracks.inFlashes.byAlbum.chunk.title,{ALBUM},{ALBUM},,
FALSE,,listingPage.listTracks.inFlashes.byAlbum.chunk.item,{TRACK} (in {FLASHES}),{TRACK} (in {FLASHES}),,
FALSE,,listingPage.listTracks.inFlashes.byFlash.title,Tracks - in Flashes & Games (by Flash),Tracks - in Flashes & Games (by Flash),,
FALSE,,listingPage.listTracks.inFlashes.byFlash.title.short,...in Flashes & Games (by Flash),...in Flashes & Games (by Flash),,
FALSE,,listingPage.listTracks.inFlashes.byFlash.chunk.title,{FLASH},{FLASH},,
FALSE,,listingPage.listTracks.inFlashes.byFlash.chunk.item,{TRACK} (from {ALBUM}),{TRACK} (from {ALBUM}),,
FALSE,,listingPage.listTracks.withLyrics.title,Tracks - with Lyrics,Tracks - with Lyrics,,
FALSE,,listingPage.listTracks.withLyrics.title.short,...with Lyrics,...with Lyrics,,
FALSE,,listingPage.listTracks.withLyrics.chunk.title,{ALBUM},{ALBUM},,
FALSE,,listingPage.listTracks.withLyrics.chunk.title.withDate,{ALBUM} ({DATE}),{ALBUM} ({DATE}),,
FALSE,,listingPage.listTracks.withLyrics.chunk.item,{TRACK},{TRACK},,
FALSE,,listingPage.listTracks.withSheetMusicFiles.title,Tracks - with Sheet Music Files,Tracks - with Sheet Music Files,,
FALSE,,listingPage.listTracks.withSheetMusicFiles.title.short,...with Sheet Music Files,...with Sheet Music Files,,
FALSE,,listingPage.listTracks.withSheetMusicFiles.chunk.title,{ALBUM},{ALBUM},,
FALSE,,listingPage.listTracks.withSheetMusicFiles.chunk.title.withDate,{ALBUM} ({DATE}),{ALBUM} ({DATE}),,
FALSE,,listingPage.listTracks.withSheetMusicFiles.chunk.item,{TRACK},{TRACK},,
FALSE,,listingPage.listTracks.withMidiProjectFiles.title,Tracks - with MIDI & Project Files,Tracks - with MIDI & Project Files,,
FALSE,,listingPage.listTracks.withMidiProjectFiles.title.short,...with MIDI & Project Files,...with MIDI & Project Files,,
FALSE,,listingPage.listTracks.withMidiProjectFiles.chunk.title,{ALBUM},{ALBUM},,
FALSE,,listingPage.listTracks.withMidiProjectFiles.chunk.title.withDate,{ALBUM} ({DATE}),{ALBUM} ({DATE}),,
FALSE,,listingPage.listTracks.withMidiProjectFiles.chunk.item,{TRACK},{TRACK},,
FALSE,,listingPage.listTags.byName.title,Tags - by Name,Tags - by Name,,
FALSE,,listingPage.listTags.byName.title.short,...by Name,...by Name,,
FALSE,,listingPage.listTags.byName.item,{TAG} ({TIMES_USED}),{TAG} ({TIMES_USED}),,
FALSE,,listingPage.listTags.byUses.title,Tags - by Uses,Tags - by Uses,,
FALSE,,listingPage.listTags.byUses.title.short,...by Uses,...by Uses,,
FALSE,,listingPage.listTags.byUses.item,{TAG} ({TIMES_USED}),{TAG} ({TIMES_USED}),,
FALSE,,listingPage.other.allSheetMusic.title,All Sheet Music,All Sheet Music,,
FALSE,,listingPage.other.allSheetMusic.title.short,All Sheet Music,All Sheet Music,,
FALSE,,listingPage.other.allSheetMusic.albumFiles,Album sheet music:,Album sheet music:,,
FALSE,,listingPage.other.allSheetMusic.file,{TITLE},{TITLE},,
FALSE,,listingPage.other.allSheetMusic.file.withMultipleFiles,{TITLE} ({FILES}),{TITLE} ({FILES}),,
FALSE,,listingPage.other.allSheetMusic.file.withNoFiles,{TITLE} (no files),{TITLE} (no files),,
FALSE,,listingPage.other.allMidiProjectFiles.title,All MIDI/Project Files,All MIDI/Project Files,,
FALSE,,listingPage.other.allMidiProjectFiles.title.short,All MIDI/Project Files,All MIDI/Project Files,,
FALSE,,listingPage.other.allMidiProjectFiles.albumFiles,Album MIDI/project files:,Album MIDI/project files:,,
FALSE,,listingPage.other.allMidiProjectFiles.file,{TITLE},{TITLE},,
FALSE,,listingPage.other.allMidiProjectFiles.file.withMultipleFiles,{TITLE} ({FILES}),{TITLE} ({FILES}),,
FALSE,,listingPage.other.allMidiProjectFiles.file.withNoFiles,{TITLE} (no files),{TITLE} (no files),,
FALSE,,listingPage.other.allAdditionalFiles.title,All Additional Files,All Additional Files,,
FALSE,,listingPage.other.allAdditionalFiles.title.short,All Additional Files,All Additional Files,,
FALSE,,listingPage.other.allAdditionalFiles.albumFiles,Album additional files:,Album additional files:,,
FALSE,,listingPage.other.allAdditionalFiles.file,{TITLE},{TITLE},,
FALSE,,listingPage.other.allAdditionalFiles.file.withMultipleFiles,{TITLE} ({FILES}),{TITLE} ({FILES}),,
FALSE,,listingPage.other.allAdditionalFiles.file.withNoFiles,{TITLE} (no files available),{TITLE} (no files available),,
FALSE,,listingPage.other.randomPages.title,Random Pages,Random Pages,,
FALSE,,listingPage.other.randomPages.title.short,Random Pages,Random Pages,,
FALSE,,listingPage.other.randomPages.chooseLinkLine,{FROM_PART} {BROWSER_SUPPORT_PART},{FROM_PART} {BROWSER_SUPPORT_PART},,
FALSE,,listingPage.other.randomPages.chooseLinkLine.fromPart.dividedByGroups,Choose a link to go to a random page in that group or album!,Choose a link to go to a random page in that group or album!,,
FALSE,,listingPage.other.randomPages.chooseLinkLine.fromPart.notDividedByGroups,Choose a link to go to a random page in that album!,Choose a link to go to a random page in that album!,,
FALSE,,listingPage.other.randomPages.chooseLinkLine.browserSupportPart,"If your browser doesn't support relatively modern JavaScript or you've disabled it, these links won't work - sorry.","If your browser doesn't support relatively modern JavaScript or you've disabled it, these links won't work - sorry.",,
FALSE,,listingPage.other.randomPages.dataLoadingLine,(Data files are downloading in the background! Please wait for data to load.),(Data files are downloading in the background! Please wait for data to load.),,
FALSE,,listingPage.other.randomPages.dataLoadedLine,(Data files have finished being downloaded. The links should work!),(Data files have finished being downloaded. The links should work!),,
FALSE,,listingPage.other.randomPages.dataErrorLine,"(Data files failed to download. Sorry, some of these links won't work right now!)","(Data files failed to download. Sorry, some of these links won't work right now!)",,
FALSE,,listingPage.other.randomPages.chunk.title.misc,Miscellaneous:,Miscellaneous:,,
FALSE,,listingPage.other.randomPages.chunk.title.fromAlbum,From an album:,From an album:,,
FALSE,,listingPage.other.randomPages.chunk.title.fromGroup,From {GROUP}:,From {GROUP}:,,
FALSE,,listingPage.other.randomPages.chunk.title.fromGroup.accent,"({RANDOM_ALBUM}, {RANDOM_TRACK})","({RANDOM_ALBUM}, {RANDOM_TRACK})",,
FALSE,,listingPage.other.randomPages.chunk.title.fromGroup.accent.randomAlbum,Random Album,Random Album,,
FALSE,,listingPage.other.randomPages.chunk.title.fromGroup.accent.randomTrack,Random Track,Random Track,,
FALSE,,listingPage.other.randomPages.chunk.item.album,{ALBUM},{ALBUM},,
FALSE,,listingPage.other.randomPages.chunk.item.randomArtist,{MAIN_LINK} ({AT_LEAST_TWO_CONTRIBUTIONS}),{MAIN_LINK} ({AT_LEAST_TWO_CONTRIBUTIONS}),,
FALSE,,listingPage.other.randomPages.chunk.item.randomArtist.mainLink,Random Artist,Random Artist,,
FALSE,,listingPage.other.randomPages.chunk.item.randomArtist.atLeastTwoContributions,at least 2 contributions,at least 2 contributions,,
FALSE,,listingPage.other.randomPages.chunk.item.randomAlbumWholeSite,Random Album (whole site),Random Album (whole site),,
FALSE,,listingPage.other.randomPages.chunk.item.randomTrackWholeSite,Random Track (whole site),Random Track (whole site),,
FALSE,,newsIndex.title,News,News,,
FALSE,,newsIndex.entry.viewRest,(View rest of entry!),(View rest of entry!),,
FALSE,,newsEntryPage.title,{ENTRY},{ENTRY},,
FALSE,,newsEntryPage.published,(Published {DATE}.),(Published {DATE}.),,
FALSE,,newsEntryPage.readAnother.previous,(← {ENTRY}),(← {ENTRY}),,
FALSE,,newsEntryPage.readAnother.previous.withDate,(← {DATE} {ENTRY}),(← {DATE} {ENTRY}),,
FALSE,,newsEntryPage.readAnother.next,(→ {ENTRY}),(→ {ENTRY}),,
FALSE,,newsEntryPage.readAnother.next.withDate,(→ {DATE} {ENTRY}),(→ {DATE} {ENTRY}),,
FALSE,,redirectPage.title,Moved to {TITLE},Moved to {TITLE},,
FALSE,,redirectPage.infoLine,This page has been moved to {TARGET}.,This page has been moved to {TARGET}.,,
FALSE,,referencedArtworksPage.subtitle,Referenced Artworks,Referenced Artworks,,
FALSE,,referencedArtworksPage.statsLine,References {ARTWORKS}.,References {ARTWORKS}.,,
FALSE,,referencingArtworksPage.subtitle,Referencing Artworks,Referencing Artworks,,
FALSE,,referencingArtworksPage.statsLine,Referenced by {ARTWORKS}.,Referenced by {ARTWORKS}.,,
FALSE,,tagPage.title,{TAG},{TAG},,
FALSE,,tagPage.nav.tag,Tag: {TAG},Tag: {TAG},,
FALSE,,tagPage.infoLine,Appears in {COVER_ARTS}.,Appears in {COVER_ARTS}.,,
FALSE,,trackPage.title,{TRACK},{TRACK},,
FALSE,,trackPage.nav.random,Random,Random,,
FALSE,,trackPage.nav.backToTrack,Return to track page,Return to track page,,
FALSE,,trackPage.nav.track,{TRACK},{TRACK},,
FALSE,,trackPage.nav.track.withNumber,{NUMBER}. {TRACK},{NUMBER}. {TRACK},,
FALSE,,trackPage.nav.chronology.scope.title,Chronology links {SCOPE},Chronology links {SCOPE},,
FALSE,,trackPage.nav.chronology.scope.wiki,across this wiki,across this wiki,,
FALSE,,trackPage.nav.chronology.scope.album,within this album,within this album,,
FALSE,,trackPage.socialEmbed.heading,{ALBUM},{ALBUM},,
FALSE,,trackPage.socialEmbed.title,{TRACK},{TRACK},,
FALSE,,trackPage.socialEmbed.body.withArtists.withCoverArtists,By {ARTISTS}; art by {COVER_ARTISTS}.,By {ARTISTS}; art by {COVER_ARTISTS}.,,
FALSE,,trackPage.socialEmbed.body.withArtists,By {ARTISTS}.,By {ARTISTS}.,,
FALSE,,trackPage.socialEmbed.body.withCoverArtists,Art by {COVER_ARTISTS}.,Art by {COVER_ARTISTS}.,,
